Dataset	HMM Family	ORF	HMM E-val	Aligned Length	Closest Homolog	%id of Closest Homolog	Closest Homolog Species	Closest Homolog Genus	Closest Homolog Family	Closest Homolog Order	Closest Homolog Class	Closest Homolog Phylum	Closest Homolog Superkingdom
CA_L442_12_32	TIGR01281_10	CA_L442_12__03237_hypothetical_protein_ma135_8_to_47	0.00038	40			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_14_33	TIGR01281_10	CA_L442_14__00472_Chromosome_partitioning_protein_ParA_ma136_11_to_47	7e-08	37	gi|640623785|ref|WP_025051801.1|	53.4	Sulfitobacter noctilucae	Sulfitobacter	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
CA_L442_14_33	TIGR01281_10	CA_L442_14__01680_Iron-sulfur_cluster_carrier_protein_ma137_8_to_52	2e-07	45			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_14_33	TIGR01281_10	CA_L442_14__01122_Septum_site-determining_protein_MinD_ma139_6_to_40	0.00045	35			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_14_33	TIGR01281_10	CA_L442_14__01832_Sporulation_initiation_inhibitor_protein_Soj_ma140_13_to_71	0.00065	59			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_14_33	TIGR01281_10	CA_L442_14__01133_Iron-sulfur_cluster_carrier_protein_ma138_123_to_149	1.1e-05	27			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_15_34	TIGR01281_10	CA_L442_15__03044_hypothetical_protein_ma141_1_to_41	3.2e-08	41			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_15_34	TIGR01281_10	CA_L442_15__00485_Chromosome_partitioning_protein_ParA_ma142_9_to_50	3e-07	42			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_18_35	TIGR01281_10	CA_L442_18__00722_Sporulation_initiation_inhibitor_protein_Soj_ma145_10_to_46	7.5e-05	37	gi|938894322|ref|WP_054678807.1|	51.8	Lactobacillus sharpeae	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
CA_L442_18_35	TIGR01281_10	CA_L442_18__01962_hypothetical_protein_ma143_4_to_53	7.1e-07	50			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_18_35	TIGR01281_10	CA_L442_18__00140_Iron-sulfur_cluster_carrier_protein_ma144_112_to_141	5.7e-05	30			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_19_36	TIGR01281_10	CA_L442_19__03171_Sporulation_initiation_inhibitor_protein_Soj_ma146_5_to_47	5.7e-06	43	gi|1057314744|ref|WP_068675970.1|	54.9	Oceanobacillus sp. Castelsardo	Oceanobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
CA_L442_19_36	TIGR01281_10	CA_L442_19__02431_Iron-sulfur_cluster_carrier_protein_ma147_87_to_117	4.5e-06	31			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_2_37	TIGR01281_10	CA_L442_2__00134_hypothetical_protein_ma149_9_to_44	0.00061	36			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_2_37	TIGR01281_10	CA_L442_2__02083_Sporulation_initiation_inhibitor_protein_Soj_ma148_10_to_130	1.5e-11	121	gi|518483399|ref|WP_019653606.1|	86.6	Variovorax paradoxus	Variovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
CA_L442_2_37	TIGR01281_10	CA_L442_2__01969_Iron-sulfur_cluster_carrier_protein_ma150_105_to_130	1.1e-05	26			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_33_38	TIGR01281_10	CA_L442_33__00001_hypothetical_protein_ma154_14_to_52	0.00063	39			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_33_38	TIGR01281_10	CA_L442_33__00203_Sporulation_initiation_inhibitor_protein_Soj_ma151_15_to_52	3.4e-08	38	gi|652363531|ref|WP_026759595.1|	50.0	unclassified	Selenomonas	Selenomonadaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria
CA_L442_33_38	TIGR01281_10	CA_L442_33__00359_hypothetical_protein_ma153_311_to_339	0.00059	29			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_33_38	TIGR01281_10	CA_L442_33__00393_Iron-sulfur_cluster_carrier_protein_ma152_123_to_151	0.00069	29			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_57_39	TIGR01281_10	CA_L442_57__01112_Sporulation_initiation_inhibitor_protein_Soj_ma159_5_to_45	2.1e-06	41	gi|1069274045|ref|WP_069656469.1|	53.4	Vulcanibacillus modesticaldus	Vulcanibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
CA_L442_57_39	TIGR01281_10	CA_L442_57__01983_Septum_site-determining_protein_MinD_ma160_6_to_40	1.4e-05	35			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_57_39	TIGR01281_10	CA_L442_57__01242_Flagellum_site-determining_protein_YlxH_ma162_10_to_45	7.6e-05	36	gi|494914871|ref|WP_007640909.1|	50.7	Cellvibrio sp. BR	Cellvibrio	Cellvibrionaceae	Cellvibrionales	Gammaproteobacteria	Proteobacteria	Bacteria
CA_L442_57_39	TIGR01281_10	CA_L442_57__01092_Iron-sulfur_cluster_carrier_protein_ma158_3_to_46	0.00024	44			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_57_39	TIGR01281_10	CA_L442_57__00615_Iron-sulfur_cluster_carrier_protein_ma161_102_to_131	5.9e-06	30			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_57_39	TIGR01281_10	CA_L442_57__00132_Arsenical_pump-driving_ATPase_ma155_334_to_384	4e-05	51			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_57_39	TIGR01281_10	CA_L442_57__00280_Sporulation_initiation_inhibitor_protein_Soj_ma156_8_to_50	8.8e-07	43			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_57_39	TIGR01281_10	CA_L442_57__00845_Sporulation_initiation_inhibitor_protein_Soj_ma157_7_to_41	1.9e-07	35			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_60_40	TIGR01281_10	CA_L442_60__00206_Sporulation_initiation_inhibitor_protein_Soj_ma163_11_to_48	5.1e-06	38	gi|517987010|ref|WP_019157218.1|	51.0	Bacillus massiliosenegalensis	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
CA_L442_60_40	TIGR01281_10	CA_L442_60__00237_Iron-sulfur_cluster_carrier_protein_ma164_106_to_131	9.2e-06	26			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_63_41	TIGR01281_10	CA_L442_63__02980_Arsenical_pump-driving_ATPase_ma165_14_to_49	0.00031	36			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_63_41	TIGR01281_10	CA_L442_63__03255_Sporulation_initiation_inhibitor_protein_Soj_ma168_10_to_130	7.5e-10	121	gi|836634897|ref|WP_047784509.1|	83.9	Variovorax paradoxus	Variovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
CA_L442_63_41	TIGR01281_10	CA_L442_63__02113_Chromosome_partitioning_protein_ParA_ma169_6_to_41	8.1e-08	36			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_63_41	TIGR01281_10	CA_L442_63__02980_Arsenical_pump-driving_ATPase_ma166_308_to_359	0.00011	52			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_63_41	TIGR01281_10	CA_L442_63__00953_Sporulation_initiation_inhibitor_protein_Soj_ma167_10_to_130	1.4e-10	121	gi|502261775|ref|WP_012745213.1|	84.3	Variovorax paradoxus	Variovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
CA_L442_63_41	TIGR01281_10	CA_L442_63__03438_Iron-sulfur_cluster_carrier_protein_ma170_105_to_131	1.2e-05	27			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_64_1_contigs_42	TIGR01281_10	CA_L442_64_1_contigs__01780_Arsenical_pump-driving_ATPase_ma179_3_to_57	1.8e-05	55			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_64_1_contigs_42	TIGR01281_10	CA_L442_64_1_contigs__00348_Iron-sulfur_cluster_carrier_protein_ma176_17_to_54	1.1e-07	38			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_64_1_contigs_42	TIGR01281_10	CA_L442_64_1_contigs__01313_Nitrogenase_iron_protein_ma173_5_to_251	1.7e-54	247	gi|501499515|ref|WP_012507757.1|	83.8	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L442_64_1_contigs_42	TIGR01281_10	CA_L442_64_1_contigs__00097_Iron-sulfur_cluster_carrier_protein_ma178_53_to_96	2.7e-06	44			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_64_1_contigs_42	TIGR01281_10	CA_L442_64_1_contigs__00229_Arsenical_pump-driving_ATPase_ma174_14_to_50	4.7e-05	37			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_64_1_contigs_42	TIGR01281_10	CA_L442_64_1_contigs__00084_Nitrogenase_iron_protein_1_ma172_3_to_267	8.5e-63	265	gi|493409172|ref|WP_006365172.1|	96.7	Chlorobium ferrooxidans	Chlorobium	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L442_64_1_contigs_42	TIGR01281_10	CA_L442_64_1_contigs__00229_Arsenical_pump-driving_ATPase_ma175_331_to_380	0.00063	50			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_64_1_contigs_42	TIGR01281_10	CA_L442_64_1_contigs__00823_hypothetical_protein_ma180_3_to_64	3.8e-05	62			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_64_1_contigs_42	TIGR01281_10	CA_L442_64_1_contigs__00827_hypothetical_protein_ma177_6_to_60	1.3e-07	55			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_64_1_contigs_42	TIGR01281_10	CA_L442_64_1_contigs__00261_Light-independent_protochlorophyllide_reductase_iron-sulfur_ATP-binding_protein_ma171_4_to_274	1.1e-128	271	gi|500068737|ref|WP_011746157.1|	94.5	Chlorobium phaeobacteroides	Chlorobium	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L442_70_43	TIGR01281_10	CA_L442_70__00937_Arsenical_pump-driving_ATPase_ma182_326_to_370	1.4e-05	45			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_70_43	TIGR01281_10	CA_L442_70__00624_Cellulose_biosynthesis_protein_BcsQ_ma186_6_to_68	0.00045	63			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_70_43	TIGR01281_10	CA_L442_70__01514_Sporulation_initiation_inhibitor_protein_Soj_ma184_5_to_48	2.5e-08	44	gi|1057278750|ref|WP_068644001.1|	63.8	Variovorax soli	Variovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
CA_L442_70_43	TIGR01281_10	CA_L442_70__00612_Iron-sulfur_cluster_carrier_protein_ma185_102_to_134	1.1e-06	33			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_70_43	TIGR01281_10	CA_L442_70__00937_Arsenical_pump-driving_ATPase_ma181_13_to_142	3.3e-05	130			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_70_43	TIGR01281_10	CA_L442_70__01611_Septum_site-determining_protein_MinD_ma183_6_to_41	1.8e-05	36			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_71_44	TIGR01281_10	CA_L442_71__02016_Iron-sulfur_cluster_carrier_protein_ma194_8_to_41	0.00041	34			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_71_44	TIGR01281_10	CA_L442_71__01667_Iron-sulfur_cluster_carrier_protein_ma190_9_to_45	5.5e-05	37			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_71_44	TIGR01281_10	CA_L442_71__01324_Sporulation_initiation_inhibitor_protein_Soj_ma193_8_to_52	7.4e-05	45			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_71_44	TIGR01281_10	CA_L442_71__01889_putative_protein_ma191_4_to_45	5.1e-05	42			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_71_44	TIGR01281_10	CA_L442_71__01451_Sporulation_initiation_inhibitor_protein_Soj_ma188_8_to_44	3.1e-08	37			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_71_44	TIGR01281_10	CA_L442_71__00624_Iron-sulfur_cluster_carrier_protein_ma192_99_to_129	4.5e-06	31			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_71_44	TIGR01281_10	CA_L442_71__00394_Nitrogenase_iron_protein_1_ma187_10_to_214	6.1e-42	205	gi|648455236|ref|WP_026146987.1|	93.2	Methylomonas sp. 11b	Methylomonas	Methylococcaceae	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria
CA_L442_71_44	TIGR01281_10	CA_L442_71__00920_Iron-sulfur_cluster_carrier_protein_ma197_8_to_43	0.00042	36			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_71_44	TIGR01281_10	CA_L442_71__00996_Chromosome-partitioning_ATPase_Soj_ma196_6_to_48	0.00042	43			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_71_44	TIGR01281_10	CA_L442_71__00285_hypothetical_protein_ma195_8_to_44	0.00093	37			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_71_44	TIGR01281_10	CA_L442_71__01368_Chromosome-partitioning_ATPase_Soj_ma189_8_to_50	3.6e-07	43			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_72_45	TIGR01281_10	CA_L442_72__01885_Sporulation_initiation_inhibitor_protein_Soj_ma199_15_to_55	4.3e-07	41	gi|1049010406|ref|WP_065813990.1|	50.6	Selenomonas ruminantium	Selenomonas	Selenomonadaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria
CA_L442_72_45	TIGR01281_10	CA_L442_72__01061_hypothetical_protein_ma198_1_to_43	1.2e-09	43			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_74_46	TIGR01281_10	CA_L442_74__00810_Nitrogenase_iron_protein_1_ma201_3_to_267	5.9e-63	265	gi|501500412|ref|WP_012508646.1|	97.1	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L442_74_46	TIGR01281_10	CA_L442_74__00463_Nitrogenase_iron_protein_ma202_5_to_251	1.3e-54	247	gi|501499515|ref|WP_012507757.1|	88.6	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L442_74_46	TIGR01281_10	CA_L442_74__00518_Arsenical_pump-driving_ATPase_ma203_14_to_50	5.9e-05	37			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_74_46	TIGR01281_10	CA_L442_74__01199_Light-independent_protochlorophyllide_reductase_iron-sulfur_ATP-binding_protein_ma200_4_to_274	6.9e-128	271	gi|500068737|ref|WP_011746157.1|	94.9	Chlorobium phaeobacteroides	Chlorobium	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L442_74_46	TIGR01281_10	CA_L442_74__00799_hypothetical_protein_ma207_3_to_58	6.2e-05	56			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_74_46	TIGR01281_10	CA_L442_74__00047_Iron-sulfur_cluster_carrier_protein_ma204_17_to_54	1.3e-07	38			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_74_46	TIGR01281_10	CA_L442_74__00795_hypothetical_protein_ma205_6_to_59	4.5e-07	54			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_74_46	TIGR01281_10	CA_L442_74__01753_Iron-sulfur_cluster_carrier_protein_ma206_50_to_94	4e-06	45			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_75_47	TIGR01281_10	CA_L442_75__02050_Chromosome_partitioning_protein_ParA_ma208_10_to_191	4e-07	182	gi|1124359657|ref|WP_074649886.1|	50.0	[Clostridium] aminophilum	Lachnoclostridium	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria
CA_L442_75_47	TIGR01281_10	CA_L442_75__01419_Iron-sulfur_cluster_carrier_protein_ma209_97_to_128	6.5e-07	32			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_75_47	TIGR01281_10	CA_L442_75__00985_hypothetical_protein_ma210_8_to_44	1.4e-05	37			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_82_48	TIGR01281_10	CA_L442_82__03054_Iron-sulfur_cluster_carrier_protein_ma218_111_to_139	4.2e-06	29			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_82_48	TIGR01281_10	CA_L442_82__01154_Chromosome_partitioning_protein_ParA_ma214_17_to_74	9.5e-09	58	gi|1049010406|ref|WP_065813990.1|	52.7	Selenomonas ruminantium	Selenomonas	Selenomonadaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria
CA_L442_82_48	TIGR01281_10	CA_L442_82__02027_hypothetical_protein_ma215_10_to_61	4.5e-07	52			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_82_48	TIGR01281_10	CA_L442_82__00734_Chromosome-partitioning_ATPase_Soj_ma216_9_to_264	1.2e-07	256			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_82_48	TIGR01281_10	CA_L442_82__02720_Nitrogenase_iron_protein_1_ma211_4_to_269	5e-63	266	gi|493608199|ref|WP_006560621.1|	89.4	Oscillochloris trichoides	Oscillochloris	Oscillochloridaceae	Chloroflexales	Chloroflexia	Chloroflexi	Bacteria
CA_L442_82_48	TIGR01281_10	CA_L442_82__02387_Nitrogenase_iron_protein_ma212_28_to_202	7.2e-29	175	gi|763342477|ref|WP_044200774.1|	79.5	Oscillochloris trichoides	Oscillochloris	Oscillochloridaceae	Chloroflexales	Chloroflexia	Chloroflexi	Bacteria
CA_L442_82_48	TIGR01281_10	CA_L442_82__02203_Sporulation_initiation_inhibitor_protein_Soj_ma217_10_to_64	7.1e-07	55	gi|746351396|ref|WP_039396104.1|	51.6	Microbacterium mangrovi	Microbacterium	Microbacteriaceae	Micrococcales	Actinobacteria	Actinobacteria	Bacteria
CA_L442_82_48	TIGR01281_10	CA_L442_82__03245_Septum_site-determining_protein_MinD_ma213_9_to_65	1.1e-07	57	gi|503547178|ref|WP_013781254.1|	64.3	Mahella australiensis	Mahella	Thermoanaerobacterales Family IV. Incertae Sedis	Thermoanaerobacterales	Clostridia	Firmicutes	Bacteria
CA_L442_84_49	TIGR01281_10	CA_L442_84__00530_Iron-sulfur_cluster_carrier_protein_ma219_128_to_159	7.2e-07	32			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_84_49	TIGR01281_10	CA_L442_84__00010_Iron-sulfur_cluster_carrier_protein_ma221_115_to_150	6.7e-06	36			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L442_84_49	TIGR01281_10	CA_L442_84__01217_Sporulation_initiation_inhibitor_protein_Soj_ma220_5_to_49	9.9e-07	45	gi|1057278750|ref|WP_068644001.1|	53.6	Variovorax soli	Variovorax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
CA_L442_92_50	TIGR01281_10	CA_L442_92__00608_Methanogen_homoaconitase_small_subunit_ma222_205_to_244	7.7e-06	40	gi|492419283|ref|WP_005838337.1|	50.6	[Eubacterium] saphenum	[Eubacterium] saphenum	Clostridiales Family XIII. Incertae Sedis	Clostridiales	Clostridia	Firmicutes	Bacteria
L227_2013_6m_007_51	TIGR01281_10	L227_2013_6m_007__01352_Chromosome_partitioning_protein_ParA_ma223_27_to_71	1.4e-07	45	gi|1129486327|ref|WP_075442864.1|	52.3	Selenomonas ruminantium	Selenomonas	Selenomonadaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria
L227_2013_6m_007_51	TIGR01281_10	L227_2013_6m_007__02595_Iron-sulfur_cluster_carrier_protein_ma224_103_to_140	4.6e-06	38			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L227_2013_8m_001_52	TIGR01281_10	L227_2013_8m_001__02691_Iron-sulfur_cluster_carrier_protein_ma227_102_to_133	9.4e-06	32			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L227_2013_8m_001_52	TIGR01281_10	L227_2013_8m_001__02013_Nitrogenase_iron_protein_1_ma225_6_to_271	2.1e-64	266	gi|652887428|ref|WP_027147649.1|	99.0	Methylobacter tundripaludum	Methylobacter	Methylococcaceae	Methylococcales	Gammaproteobacteria	Proteobacteria	Bacteria
L227_2013_8m_001_52	TIGR01281_10	L227_2013_8m_001__00233_hypothetical_protein_ma230_9_to_50	0.00071	42			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L227_2013_8m_001_52	TIGR01281_10	L227_2013_8m_001__00707_Septum_site-determining_protein_MinD_ma228_6_to_40	2.3e-05	35			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L227_2013_8m_001_52	TIGR01281_10	L227_2013_8m_001__03465_Sporulation_initiation_inhibitor_protein_Soj_ma229_4_to_46	1e-05	43	gi|492907820|ref|WP_006038226.1|	52.2	Paenibacillus curdlanolyticus	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
L227_2013_8m_001_52	TIGR01281_10	L227_2013_8m_001__01233_Chromosome_partitioning_protein_ParA_ma226_8_to_51	5.1e-07	44			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L227_2013_8m_005_53	TIGR01281_10	L227_2013_8m_005__01342_Iron-sulfur_cluster_carrier_protein_ma231_29_to_95	3.4e-08	67			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L227_2013_8m_005_53	TIGR01281_10	L227_2013_8m_005__00293_Iron-sulfur_cluster_carrier_protein_ma233_50_to_80	1.1e-06	31			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L227_2013_8m_005_53	TIGR01281_10	L227_2013_8m_005__00796_Septum_site-determining_protein_MinD_ma232_9_to_232	6.9e-08	224			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L227_2013_8m_008_54	TIGR01281_10	L227_2013_8m_008__00395_Iron-sulfur_cluster_carrier_protein_ma238_115_to_148	7.7e-05	34			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L227_2013_8m_008_54	TIGR01281_10	L227_2013_8m_008__01091_Arsenical_pump-driving_ATPase_ma234_14_to_50	0.00014	37			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L227_2013_8m_008_54	TIGR01281_10	L227_2013_8m_008__00126_hypothetical_protein_ma236_7_to_42	0.0001	36			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L227_2013_8m_008_54	TIGR01281_10	L227_2013_8m_008__00456_Chromosome_partitioning_protein_ParA_ma237_26_to_60	1.7e-06	35			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L227_2013_8m_008_54	TIGR01281_10	L227_2013_8m_008__01091_Arsenical_pump-driving_ATPase_ma235_330_to_377	1.9e-06	48			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L227_2014_6m_005_55	TIGR01281_10	L227_2014_6m_005__00137_putative_protein_ma239_39_to_290	3.1e-08	252	gi|546168673|ref|WP_021810351.1|	51.7	Leifsonia rubra	Leifsonia	Microbacteriaceae	Micrococcales	Actinobacteria	Actinobacteria	Bacteria
L227_2014_6m_005_55	TIGR01281_10	L227_2014_6m_005__00414_Sporulation_initiation_inhibitor_protein_Soj_ma240_34_to_95	2.3e-08	62	gi|771515451|ref|WP_045168631.1|	50.2	Caldicellulosiruptor sp. Rt8.B8	Caldicellulosiruptor	Thermoanaerobacterales Family III. Incertae Sedis	Thermoanaerobacterales	Clostridia	Firmicutes	Bacteria
L227_2014_6m_005_55	TIGR01281_10	L227_2014_6m_005__00435_Iron-sulfur_cluster_carrier_protein_ma241_116_to_168	4.3e-06	53			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L227_2014_6m_006_56	TIGR01281_10	L227_2014_6m_006__02527_Iron-sulfur_cluster_carrier_protein_ma247_229_to_286	0.00047	58			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L227_2014_6m_006_56	TIGR01281_10	L227_2014_6m_006__01282_Iron-sulfur_cluster_carrier_protein_ma246_11_to_55	1.5e-06	45			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L227_2014_6m_006_56	TIGR01281_10	L227_2014_6m_006__00646_Signal_recognition_particle_receptor_FtsY_ma249_135_to_170	0.001	36			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L227_2014_6m_006_56	TIGR01281_10	L227_2014_6m_006__01965_Sporulation_initiation_inhibitor_protein_Soj_ma245_10_to_48	1.6e-08	39	gi|1124605168|ref|WP_074887005.1|	53.1	Butyrivibrio proteoclasticus	Butyrivibrio	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria
L227_2014_6m_006_56	TIGR01281_10	L227_2014_6m_006__00121_Flagellum_site-determining_protein_YlxH_ma248_43_to_72	0.00054	30			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
L227_2014_6m_006_56	TIGR01281_10	L227_2014_6m_006__02690_Iron-sulfur_cluster_carrier_protein_ma244_209_to_253	5.6e-10	45	gi|752565225|ref|WP_041236454.1|	51.7	Cyanothece sp. PCC 7425	Cyanothece	Cyanothecaceae	Oscillatoriales	Oscillatoriales	Cyanobacteria	Bacteria
L227_2014_6m_006_56	TIGR01281_10	L227_2014_6m_006__02855_Nitrogenase_iron_protein_1_ma242_3_to_262	3.6e-59	260	gi|501641796|ref|WP_012610655.1|	86.1	unclassified	Desulfatibacillum	Desulfobacteraceae	Desulfobacterales	Deltaproteobacteria	Proteobacteria	Bacteria
L227_2014_6m_006_56	TIGR01281_10	L227_2014_6m_006__00080_Septum_site-determining_protein_MinD_ma243_8_to_66	1.7e-06	59	gi|1060733424|ref|WP_069128671.1|	51.1	Brochothrix thermosphacta	Brochothrix	Listeriaceae	Bacillales	Bacilli	Firmicutes	Bacteria
L227_2014_6m_011_57	TIGR01281_10	L227_2014_6m_011__03572_Sporulation_initiation_inhibitor_protein_Soj_ma253_10_to_44	0.0006	35			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
