Dataset	HMM Family	ORF	HMM E-val	Aligned Length	Closest Homolog	%id of Closest Homolog	Closest Homolog Species	Closest Homolog Genus	Closest Homolog Family	Closest Homolog Order	Closest Homolog Class	Closest Homolog Phylum	Closest Homolog Superkingdom
CA_L227_2013_15_1	rpoB_3	CA-L227-2013_4649_2_179_4426_1_ID_6_2_partial_00_start_type_ATG_rbs_motif_AGGAG_rbs_spacer_5-10bp_gc_cont_0_452_ma5_11_to_993	0	983	gi|786209614|ref|WP_045750584.1|	99.3	Candidatus Methylopumilus turicensis	Candidatus Methylopumilus	Methylophilaceae	Methylophilales	Betaproteobacteria	Proteobacteria	Bacteria
CA_L227_2013_18_2	rpoB_3	CA-L227-2013_145806_1_3_2873_-1_ID_271_1_partial_10_start_type_ATG_rbs_motif_GGAG_GAGG_rbs_spacer_5-10bp_gc_cont_0_596_ma8_12_to_957	0	946	gi|501384025|ref|WP_012415591.1|	66.8	Elusimicrobium minutum	Elusimicrobium	Elusimicrobiaceae	Elusimicrobiales	Elusimicrobia	Elusimicrobia	Bacteria
CA_L227_2013_18_2	rpoB_3	CA-L227-2013_68181_1_2_2269_-1_ID_114_1_partial_10_start_type_ATG_rbs_motif_GGAG_GAGG_rbs_spacer_5-10bp_gc_cont_0_592_ma9_5_to_756	2.7e-256	752	gi|501384025|ref|WP_012415591.1|	67.1	Elusimicrobium minutum	Elusimicrobium	Elusimicrobiaceae	Elusimicrobiales	Elusimicrobia	Elusimicrobia	Bacteria
CA_L227_2013_18_2	rpoB_3	CA-L227-2013_159739_4_3266_4600_-1_ID_294_4_partial_01_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_613_ma10_73_to_419	5.2e-97	347	gi|501384025|ref|WP_012415591.1|	56.4	Elusimicrobium minutum	Elusimicrobium	Elusimicrobiaceae	Elusimicrobiales	Elusimicrobia	Elusimicrobia	Bacteria
CA_L227_2013_18_2	rpoB_3	CA-L227-2013_145806_2_2958_3164_-1_ID_271_2_partial_01_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_580_ma11_1_to_64	1e-19	64	gi|501384026|ref|WP_012415592.1|	50.7	Elusimicrobium minutum	Elusimicrobium	Elusimicrobiaceae	Elusimicrobiales	Elusimicrobia	Elusimicrobia	Bacteria
CA_L227_2013_23_3	rpoB_3	CA-L227-2013_43731_1_3_1181_-1_ID_41_1_partial_10_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_615_ma15_4_to_393	1e-98	390	gi|502809471|ref|WP_013044447.1|	60.2	Coraliomargarita akajimensis	Coraliomargarita	Puniceicoccaceae	Puniceicoccales	Opitutae	Verrucomicrobia	Bacteria
CA_L227_2013_23_3	rpoB_3	CA-L227-2013_213652_35_35462_39652_-1_ID_164_35_partial_01_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_593_ma13_853_to_1011	3.8e-34	159	gi|1072770921|ref|WP_069960790.1|	61.3	Lacunisphaera limnophila	Lacunisphaera	Opitutaceae	Opitutales	Opitutae	Verrucomicrobia	Bacteria
CA_L227_2013_23_3	rpoB_3	CA-L227-2013_213652_35_35462_39652_-1_ID_164_35_partial_01_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_593_ma14_1043_to_1388	1.9e-99	346	gi|1072770921|ref|WP_069960790.1|	61.3	Lacunisphaera limnophila	Lacunisphaera	Opitutaceae	Opitutales	Opitutae	Verrucomicrobia	Bacteria
CA_L227_2013_23_3	rpoB_3	CA-L227-2013_213652_35_35462_39652_-1_ID_164_35_partial_01_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_593_ma12_8_to_852	2.2e-289	845	gi|1072770921|ref|WP_069960790.1|	61.3	Lacunisphaera limnophila	Lacunisphaera	Opitutaceae	Opitutales	Opitutae	Verrucomicrobia	Bacteria
CA_L227_2013_3_4	rpoB_3	CA-L227-2013_150006_2_247_4059_-1_ID_172_2_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_596_ma17_1084_to_1260	1.8e-96	177	gi|494040793|ref|WP_006982917.1|	87.2	Chthoniobacter flavus	Chthoniobacter	Chthoniobacteraceae	Chthoniobacterales	Spartobacteria	Verrucomicrobia	Bacteria
CA_L227_2013_3_4	rpoB_3	CA-L227-2013_112082_1_3_3830_1_ID_125_1_partial_10_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_596_ma19_909_to_1253	1.3e-104	345	gi|757171833|ref|WP_042725921.1|	82.3	Chthoniobacter flavus	Chthoniobacter	Chthoniobacteraceae	Chthoniobacterales	Spartobacteria	Verrucomicrobia	Bacteria
CA_L227_2013_3_4	rpoB_3	CA-L227-2013_112082_1_3_3830_1_ID_125_1_partial_10_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_596_ma18_1_to_879	0	879	gi|757171833|ref|WP_042725921.1|	82.3	Chthoniobacter flavus	Chthoniobacter	Chthoniobacteraceae	Chthoniobacterales	Spartobacteria	Verrucomicrobia	Bacteria
CA_L227_2013_3_4	rpoB_3	CA-L227-2013_150006_1_1_204_-1_ID_172_1_partial_10_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_569_ma20_19_to_68	1.4e-06	50	gi|740336015|ref|WP_038172741.1|	76.8	Verrucomicrobium sp. BvORR106	Verrucomicrobium	Verrucomicrobiaceae	Verrucomicrobiales	Verrucomicrobiae	Verrucomicrobia	Bacteria
CA_L227_2013_3_4	rpoB_3	CA-L227-2013_150006_2_247_4059_-1_ID_172_2_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_596_ma16_4_to_1086	0	1083	gi|494040793|ref|WP_006982917.1|	87.2	Chthoniobacter flavus	Chthoniobacter	Chthoniobacteraceae	Chthoniobacterales	Spartobacteria	Verrucomicrobia	Bacteria
CA_L227_2013_30_5	rpoB_3	CA-L227-2013_184452_27_19975_21465_1_ID_115_27_partial_00_start_type_TTG_rbs_motif_AGxAGG_AGGxGG_rbs_spacer_3-4bp_gc_cont_0_536_ma26_315_to_464	3.9e-27	150	gi|503484361|ref|WP_013719022.1|	94.8	Methanosaeta concilii	Methanosaeta	Methanosaetaceae	Methanosarcinales	Methanomicrobia	Euryarchaeota	Archaea
CA_L227_2013_30_5	rpoB_3	CA-L227-2013_184452_29_23296_25923_1_ID_115_29_partial_00_start_type_ATG_rbs_motif_AGxAGG_AGGxGG_rbs_spacer_3-4bp_gc_cont_0_576_ma21_196_to_831	6.3e-71	636	gi|503484363|ref|WP_013719024.1|	94.4	Methanosaeta concilii	Methanosaeta	Methanosaetaceae	Methanosarcinales	Methanomicrobia	Euryarchaeota	Archaea
CA_L227_2013_30_5	rpoB_3	CA-L227-2013_184452_30_25920_27059_1_ID_115_30_partial_00_start_type_ATG_rbs_motif_AGGAG_rbs_spacer_5-10bp_gc_cont_0_549_ma27_50_to_88	3.7e-11	39	gi|504398853|ref|WP_014585955.1|	79.4	Methanosaeta harundinacea	Methanosaeta	Methanosaetaceae	Methanosarcinales	Methanomicrobia	Euryarchaeota	Archaea
CA_L227_2013_30_5	rpoB_3	CA-L227-2013_184452_28_21455_23287_1_ID_115_28_partial_00_start_type_ATG_rbs_motif_GGA_GAG_AGG_rbs_spacer_5-10bp_gc_cont_0_559_ma23_364_to_425	5.2e-22	62	gi|851254398|ref|WP_048132939.1|	93.2	Methanosaeta concilii	Methanosaeta	Methanosaetaceae	Methanosarcinales	Methanomicrobia	Euryarchaeota	Archaea
CA_L227_2013_30_5	rpoB_3	CA-L227-2013_184452_27_19975_21465_1_ID_115_27_partial_00_start_type_TTG_rbs_motif_AGxAGG_AGGxGG_rbs_spacer_3-4bp_gc_cont_0_536_ma25_16_to_283	3.5e-07	268	gi|503484361|ref|WP_013719022.1|	94.8	Methanosaeta concilii	Methanosaeta	Methanosaetaceae	Methanosarcinales	Methanomicrobia	Euryarchaeota	Archaea
CA_L227_2013_30_5	rpoB_3	CA-L227-2013_184452_28_21455_23287_1_ID_115_28_partial_00_start_type_ATG_rbs_motif_GGA_GAG_AGG_rbs_spacer_5-10bp_gc_cont_0_559_ma24_431_to_547	3.2e-30	117	gi|851254398|ref|WP_048132939.1|	93.2	Methanosaeta concilii	Methanosaeta	Methanosaetaceae	Methanosarcinales	Methanomicrobia	Euryarchaeota	Archaea
CA_L227_2013_30_5	rpoB_3	CA-L227-2013_184452_28_21455_23287_1_ID_115_28_partial_00_start_type_ATG_rbs_motif_GGA_GAG_AGG_rbs_spacer_5-10bp_gc_cont_0_559_ma22_209_to_341	1.5e-12	133	gi|851254398|ref|WP_048132939.1|	93.2	Methanosaeta concilii	Methanosaeta	Methanosaetaceae	Methanosarcinales	Methanomicrobia	Euryarchaeota	Archaea
CA_L227_2013_31_6	rpoB_3	CA-L227-2013_105094_15_9388_13248_1_ID_387_15_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_578_ma29_1107_to_1271	4.1e-101	165	gi|750254474|ref|WP_040547959.1|	88.6	Pedosphaera parvula	Pedosphaera	Verrucomicrobia subdivision 3	Verrucomicrobiales	Verrucomicrobiae	Verrucomicrobia	Bacteria
CA_L227_2013_31_6	rpoB_3	CA-L227-2013_105094_16_13292_17440_1_ID_387_16_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_582_ma30_23_to_989	0	967	gi|757171833|ref|WP_042725921.1|	71.7	Chthoniobacter flavus	Chthoniobacter	Chthoniobacteraceae	Chthoniobacterales	Spartobacteria	Verrucomicrobia	Bacteria
CA_L227_2013_31_6	rpoB_3	CA-L227-2013_105094_16_13292_17440_1_ID_387_16_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_582_ma31_1012_to_1363	1.3e-104	352	gi|757171833|ref|WP_042725921.1|	71.7	Chthoniobacter flavus	Chthoniobacter	Chthoniobacteraceae	Chthoniobacterales	Spartobacteria	Verrucomicrobia	Bacteria
CA_L227_2013_31_6	rpoB_3	CA-L227-2013_105094_15_9388_13248_1_ID_387_15_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_578_ma28_5_to_1107	0	1103	gi|750254474|ref|WP_040547959.1|	88.6	Pedosphaera parvula	Pedosphaera	Verrucomicrobia subdivision 3	Verrucomicrobiales	Verrucomicrobiae	Verrucomicrobia	Bacteria
CA_L227_2013_43_7	rpoB_3	CA-L227-2013_159959_8_5191_8997_1_ID_164_8_partial_01_start_type_ATG_rbs_motif_GGAG_GAGG_rbs_spacer_5-10bp_gc_cont_0_498_ma33_1095_to_1268	2.2e-96	174	gi|1125751290|ref|WP_075078960.1|	62.1	Terrimicrobium sacchariphilum	Terrimicrobium	Terrimicrobium	Terrimicrobium	Spartobacteria	Verrucomicrobia	Bacteria
CA_L227_2013_43_7	rpoB_3	CA-L227-2013_159959_8_5191_8997_1_ID_164_8_partial_01_start_type_ATG_rbs_motif_GGAG_GAGG_rbs_spacer_5-10bp_gc_cont_0_498_ma32_4_to_1095	0	1092	gi|1125751290|ref|WP_075078960.1|	62.1	Terrimicrobium sacchariphilum	Terrimicrobium	Terrimicrobium	Terrimicrobium	Spartobacteria	Verrucomicrobia	Bacteria
CA_L227_2013_43_7	rpoB_3	CA-L227-2013_160741_2_635_4762_-1_ID_166_2_partial_01_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_514_ma34_4_to_986	0	983	gi|757171833|ref|WP_042725921.1|	64.4	Chthoniobacter flavus	Chthoniobacter	Chthoniobacteraceae	Chthoniobacterales	Spartobacteria	Verrucomicrobia	Bacteria
CA_L227_2013_43_7	rpoB_3	CA-L227-2013_160741_2_635_4762_-1_ID_166_2_partial_01_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_514_ma35_1003_to_1349	1.6e-96	347	gi|757171833|ref|WP_042725921.1|	64.4	Chthoniobacter flavus	Chthoniobacter	Chthoniobacteraceae	Chthoniobacterales	Spartobacteria	Verrucomicrobia	Bacteria
CA_L227_2013_48_8	rpoB_3	CA-L227-2013_25015_5_7046_10870_-1_ID_55_5_partial_00_start_type_ATG_rbs_motif_GGA_GAG_AGG_rbs_spacer_5-10bp_gc_cont_0_392_ma36_6_to_1087	0	1082	gi|494490339|ref|WP_007279809.1|	58.0	Lentisphaera araneosa	Lentisphaera	Lentisphaeraceae	Lentisphaerales	Lentisphaeria	Lentisphaerae	Bacteria
CA_L227_2013_48_8	rpoB_3	CA-L227-2013_25015_4_2852_7024_-1_ID_55_4_partial_00_start_type_ATG_rbs_motif_AGGAG_rbs_spacer_5-10bp_gc_cont_0_395_ma39_1003_to_1345	2.2e-94	343	gi|757171833|ref|WP_042725921.1|	60.9	Chthoniobacter flavus	Chthoniobacter	Chthoniobacteraceae	Chthoniobacterales	Spartobacteria	Verrucomicrobia	Bacteria
CA_L227_2013_48_8	rpoB_3	CA-L227-2013_25015_5_7046_10870_-1_ID_55_5_partial_00_start_type_ATG_rbs_motif_GGA_GAG_AGG_rbs_spacer_5-10bp_gc_cont_0_392_ma37_1085_to_1269	1.6e-93	185	gi|494490339|ref|WP_007279809.1|	58.0	Lentisphaera araneosa	Lentisphaera	Lentisphaeraceae	Lentisphaerales	Lentisphaeria	Lentisphaerae	Bacteria
CA_L227_2013_48_8	rpoB_3	CA-L227-2013_25015_4_2852_7024_-1_ID_55_4_partial_00_start_type_ATG_rbs_motif_AGGAG_rbs_spacer_5-10bp_gc_cont_0_395_ma38_6_to_971	0	966	gi|757171833|ref|WP_042725921.1|	60.9	Chthoniobacter flavus	Chthoniobacter	Chthoniobacteraceae	Chthoniobacterales	Spartobacteria	Verrucomicrobia	Bacteria
CA_L227_2013_49_9	rpoB_3	CA-L227-2013_244768_2_866_5056_-1_ID_470_2_partial_00_start_type_ATG_rbs_motif_GGA_GAG_AGG_rbs_spacer_5-10bp_gc_cont_0_547_ma40_3_to_1393	0	1391	gi|655965036|ref|WP_029007687.1|	87.3	Azospirillum halopraeferens	Azospirillum	Rhodospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria
CA_L227_2013_49_9	rpoB_3	CA-L227-2013_244768_1_2_820_-1_ID_470_1_partial_10_start_type_ATG_rbs_motif_AGGAG_rbs_spacer_5-10bp_gc_cont_0_527_ma41_15_to_273	1.2e-96	259	gi|980980312|ref|WP_059398869.1|	93.8	Azospirillum brasilense	Azospirillum	Rhodospirillaceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria
CA_L227_2013_51_10	rpoB_3	CA-L227-2013_16399_8_8839_10821_1_ID_16_8_partial_01_start_type_ATG_rbs_motif_AAAAA_rbs_spacer_6bp_gc_cont_0_413_ma44_6_to_660	5.6e-228	655	gi|503210573|ref|WP_013445234.1|	94.4	Paludibacter propionicigenes	Paludibacter	Porphyromonadaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
CA_L227_2013_51_10	rpoB_3	CA-L227-2013_16399_7_4931_8743_1_ID_16_7_partial_00_start_type_ATG_rbs_motif_TAA_rbs_spacer_11bp_gc_cont_0_414_ma43_1108_to_1269	5.4e-96	162	gi|503210572|ref|WP_013445233.1|	96.1	Paludibacter propionicigenes	Paludibacter	Porphyromonadaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
CA_L227_2013_51_10	rpoB_3	CA-L227-2013_203720_1_3_1259_1_ID_290_1_partial_10_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_425_ma46_278_to_402	6e-25	125	gi|503210573|ref|WP_013445234.1|	94.3	Paludibacter propionicigenes	Paludibacter	Porphyromonadaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
CA_L227_2013_51_10	rpoB_3	CA-L227-2013_203720_1_3_1259_1_ID_290_1_partial_10_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_425_ma45_7_to_274	6.5e-68	268	gi|503210573|ref|WP_013445234.1|	94.3	Paludibacter propionicigenes	Paludibacter	Porphyromonadaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
CA_L227_2013_51_10	rpoB_3	CA-L227-2013_16399_7_4931_8743_1_ID_16_7_partial_00_start_type_ATG_rbs_motif_TAA_rbs_spacer_11bp_gc_cont_0_414_ma42_5_to_1109	0	1105	gi|503210572|ref|WP_013445233.1|	96.1	Paludibacter propionicigenes	Paludibacter	Porphyromonadaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
CA_L227_2013_6_11	rpoB_3	CA-L227-2013_94091_32_29786_32866_-1_ID_161_32_partial_01_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_413_ma47_2_to_592	1.7e-200	591	gi|652356110|ref|WP_026752254.1|	90.1	Sediminibacterium sp. C3	Sediminibacterium	Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidetes	Bacteria
CA_L227_2013_6_11	rpoB_3	CA-L227-2013_94091_32_29786_32866_-1_ID_161_32_partial_01_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_413_ma48_619_to_887	1.1e-69	269	gi|652356110|ref|WP_026752254.1|	90.1	Sediminibacterium sp. C3	Sediminibacterium	Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidetes	Bacteria
CA_L227_2013_6_11	rpoB_3	CA-L227-2013_83951_1_2_847_-1_ID_149_1_partial_10_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_424_ma50_7_to_248	5.2e-78	242	gi|652356111|ref|WP_026752255.1|	97.5	Sediminibacterium sp. C3	Sediminibacterium	Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidetes	Bacteria
CA_L227_2013_6_11	rpoB_3	CA-L227-2013_94091_32_29786_32866_-1_ID_161_32_partial_01_start_type_Edge_rbs_motif_None_rbs_spacer_None_gc_cont_0_413_ma49_890_to_1007	1.3e-24	118	gi|652356110|ref|WP_026752254.1|	90.1	Sediminibacterium sp. C3	Sediminibacterium	Chitinophagaceae	Chitinophagales	Chitinophagia	Bacteroidetes	Bacteria
CA_L227_2013_64_12	rpoB_3	CA-L227-2013_249293_36_42269_45439_1_ID_11_36_partial_00_start_type_ATG_rbs_motif_TAAT_rbs_spacer_11bp_gc_cont_0_420_ma53_799_to_889	1.5e-49	91			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L227_2013_64_12	rpoB_3	CA-L227-2013_249293_36_42269_45439_1_ID_11_36_partial_00_start_type_ATG_rbs_motif_TAAT_rbs_spacer_11bp_gc_cont_0_420_ma54_889_to_1053	7.2e-88	165			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L227_2013_64_12	rpoB_3	CA-L227-2013_249293_37_45468_49178_1_ID_11_37_partial_00_start_type_ATG_rbs_motif_TATAA_rbs_spacer_12bp_gc_cont_0_412_ma56_969_to_1219	3.9e-54	251			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L227_2013_64_12	rpoB_3	CA-L227-2013_249293_37_45468_49178_1_ID_11_37_partial_00_start_type_ATG_rbs_motif_TATAA_rbs_spacer_12bp_gc_cont_0_412_ma55_2_to_967	2.5e-289	966			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L227_2013_64_12	rpoB_3	CA-L227-2013_249293_36_42269_45439_1_ID_11_36_partial_00_start_type_ATG_rbs_motif_TAAT_rbs_spacer_11bp_gc_cont_0_420_ma52_210_to_799	2.1e-268	590			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L227_2013_64_12	rpoB_3	CA-L227-2013_249293_36_42269_45439_1_ID_11_36_partial_00_start_type_ATG_rbs_motif_TAAT_rbs_spacer_11bp_gc_cont_0_420_ma51_13_to_211	5.9e-61	199			unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
CA_L227_2013_65_13	rpoB_3	CA-L227-2013_60301_2_1451_5671_-1_ID_65_2_partial_00_start_type_ATG_rbs_motif_AGGA_rbs_spacer_5-10bp_gc_cont_0_602_ma58_14_to_994	0	981	gi|658513365|ref|WP_029708871.1|	95.5	Rhodoferax saidenbachensis	Rhodoferax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
CA_L227_2013_65_13	rpoB_3	CA-L227-2013_60301_2_1451_5671_-1_ID_65_2_partial_00_start_type_ATG_rbs_motif_AGGA_rbs_spacer_5-10bp_gc_cont_0_602_ma59_983_to_1376	2.1e-103	394	gi|658513365|ref|WP_029708871.1|	95.5	Rhodoferax saidenbachensis	Rhodoferax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
CA_L227_2013_65_13	rpoB_3	CA-L227-2013_60301_3_5750_9862_-1_ID_65_3_partial_00_start_type_ATG_rbs_motif_GGAG_GAGG_rbs_spacer_5-10bp_gc_cont_0_602_ma57_3_to_1368	0	1366	gi|658513366|ref|WP_029708872.1|	93.6	Rhodoferax saidenbachensis	Rhodoferax	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
CA_L227_2013_67_14	rpoB_3	CA-L227-2013_13245_6_5227_9372_-1_ID_146_6_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_577_ma63_1005_to_1360	1.5e-104	356	gi|757171833|ref|WP_042725921.1|	71.6	Chthoniobacter flavus	Chthoniobacter	Chthoniobacteraceae	Chthoniobacterales	Spartobacteria	Verrucomicrobia	Bacteria
CA_L227_2013_67_14	rpoB_3	CA-L227-2013_13245_7_9406_13266_-1_ID_146_7_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_572_ma61_1107_to_1271	3.5e-100	165	gi|750254474|ref|WP_040547959.1|	89.0	Pedosphaera parvula	Pedosphaera	Verrucomicrobia subdivision 3	Verrucomicrobiales	Verrucomicrobiae	Verrucomicrobia	Bacteria
CA_L227_2013_67_14	rpoB_3	CA-L227-2013_13245_7_9406_13266_-1_ID_146_7_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_572_ma60_5_to_1109	0	1105	gi|750254474|ref|WP_040547959.1|	89.0	Pedosphaera parvula	Pedosphaera	Verrucomicrobia subdivision 3	Verrucomicrobiales	Verrucomicrobiae	Verrucomicrobia	Bacteria
CA_L227_2013_67_14	rpoB_3	CA-L227-2013_13245_6_5227_9372_-1_ID_146_6_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_577_ma62_23_to_990	0	968	gi|757171833|ref|WP_042725921.1|	71.6	Chthoniobacter flavus	Chthoniobacter	Chthoniobacteraceae	Chthoniobacterales	Spartobacteria	Verrucomicrobia	Bacteria
CA_L227_2013_78_15	rpoB_3	CA-L227-2013_172748_20_23389_27675_1_ID_133_20_partial_00_start_type_ATG_rbs_motif_AAAT_rbs_spacer_10bp_gc_cont_0_486_ma66_8_to_1000	0	993	gi|1011120996|ref|WP_062042857.1|	83.5	Lentimicrobium saccharophilum	Lentimicrobium	Lentimicrobiaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
CA_L227_2013_78_15	rpoB_3	CA-L227-2013_172748_20_23389_27675_1_ID_133_20_partial_00_start_type_ATG_rbs_motif_AAAT_rbs_spacer_10bp_gc_cont_0_486_ma67_1023_to_1293	1.7e-70	271	gi|1011120996|ref|WP_062042857.1|	83.5	Lentimicrobium saccharophilum	Lentimicrobium	Lentimicrobiaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
CA_L227_2013_78_15	rpoB_3	CA-L227-2013_172748_19_19505_23311_1_ID_133_19_partial_00_start_type_TTG_rbs_motif_TAAAAA_rbs_spacer_8bp_gc_cont_0_473_ma65_1106_to_1266	1.1e-93	161	gi|1011118163|ref|WP_062040024.1|	84.6	Lentimicrobium saccharophilum	Lentimicrobium	Lentimicrobiaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
CA_L227_2013_78_15	rpoB_3	CA-L227-2013_172748_20_23389_27675_1_ID_133_20_partial_00_start_type_ATG_rbs_motif_AAAT_rbs_spacer_10bp_gc_cont_0_486_ma68_1298_to_1417	3.6e-25	120	gi|1011120996|ref|WP_062042857.1|	83.5	Lentimicrobium saccharophilum	Lentimicrobium	Lentimicrobiaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
CA_L227_2013_78_15	rpoB_3	CA-L227-2013_172748_19_19505_23311_1_ID_133_19_partial_00_start_type_TTG_rbs_motif_TAAAAA_rbs_spacer_8bp_gc_cont_0_473_ma64_3_to_1110	0	1108	gi|1011118163|ref|WP_062040024.1|	84.6	Lentimicrobium saccharophilum	Lentimicrobium	Lentimicrobiaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
CA_L227_2013_83_16	rpoB_3	CA-L227-2013_247353_2_426_4712_-1_ID_360_2_partial_00_start_type_ATG_rbs_motif_AAA_rbs_spacer_3bp_gc_cont_0_488_ma71_12_to_1000	0	989	gi|1011120996|ref|WP_062042857.1|	82.8	Lentimicrobium saccharophilum	Lentimicrobium	Lentimicrobiaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
CA_L227_2013_83_16	rpoB_3	CA-L227-2013_247353_3_4738_8544_-1_ID_360_3_partial_00_start_type_TTG_rbs_motif_TAA_rbs_spacer_11bp_gc_cont_0_482_ma70_1107_to_1266	2.6e-93	160	gi|1011118163|ref|WP_062040024.1|	83.7	Lentimicrobium saccharophilum	Lentimicrobium	Lentimicrobiaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
CA_L227_2013_83_16	rpoB_3	CA-L227-2013_247353_2_426_4712_-1_ID_360_2_partial_00_start_type_ATG_rbs_motif_AAA_rbs_spacer_3bp_gc_cont_0_488_ma73_1299_to_1417	5.4e-25	119	gi|1011120996|ref|WP_062042857.1|	82.8	Lentimicrobium saccharophilum	Lentimicrobium	Lentimicrobiaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
CA_L227_2013_83_16	rpoB_3	CA-L227-2013_247353_2_426_4712_-1_ID_360_2_partial_00_start_type_ATG_rbs_motif_AAA_rbs_spacer_3bp_gc_cont_0_488_ma72_1026_to_1294	1.3e-68	269	gi|1011120996|ref|WP_062042857.1|	82.8	Lentimicrobium saccharophilum	Lentimicrobium	Lentimicrobiaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
CA_L227_2013_83_16	rpoB_3	CA-L227-2013_247353_3_4738_8544_-1_ID_360_3_partial_00_start_type_TTG_rbs_motif_TAA_rbs_spacer_11bp_gc_cont_0_482_ma69_3_to_1110	0	1108	gi|1011118163|ref|WP_062040024.1|	83.7	Lentimicrobium saccharophilum	Lentimicrobium	Lentimicrobiaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
CA_L227_2014_106_17	rpoB_3	CA-L227-2014_325119_9_7438_11934_1_ID_510_9_partial_00_start_type_ATG_rbs_motif_None_rbs_spacer_None_gc_cont_0_487_ma80_622_to_1053	2.3e-121	432	gi|501501080|ref|WP_012509309.1|	96.7	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
CA_L227_2014_106_17	rpoB_3	CA-L227-2014_16623_8_3454_7371_1_ID_49_8_partial_00_start_type_GTG_rbs_motif_None_rbs_spacer_None_gc_cont_0_476_ma75_1138_to_1302	2.4e-102	165	gi|753754217|ref|WP_041526912.1|	96.9	Pelodictyon phaeoclathratiforme	Pelodictyon	Chlorobiaceae	Chlorobiales	Chlorobia	Chlorobi	Bacteria
