genome	metagenome	mapped_reads	coverage_mean	coverage_sd	genome_length_bp	genome_num_contigs	metagenome_total_reads
L442-2011-16-5m.021	L304_S_6D	0	NA	NA	3088365	318	10246102
L442-2011-16-5m.021	L227_S_6D	0	NA	NA	3088365	318	11560348
CA-L227-2013.15	L304_S_6D	0	NA	NA	1224297	180	10246102
CA-L227-2013.15	L227_S_6D	0	NA	NA	1224297	180	11560348
CA-L442.18	L304_S_6D	0	NA	NA	2232130	293	10246102
CA-L442.18	L227_S_6D	0	NA	NA	2232130	293	11560348
L227-2013-8m.001	L304_S_6D	0	NA	NA	4606008	942	10246102
L227-2013-8m.001	L227_S_6D	4	5.25400737471581E-05	0.010250727283861	4606008	942	11560348
L442-2011-16-5m.018	L304_S_6D	0	NA	NA	1881341	224	10246102
L442-2011-16-5m.018	L227_S_6D	24	0.000988656495553	0.122773712368759	1881341	224	11560348
CA-L442.19	L304_S_6D	0	NA	NA	3747857	445	10246102
CA-L442.19	L227_S_6D	8	0.000133943210747	0.025785568555859	3747857	445	11560348
CA-L227-2014.24	L304_S_6D	0	NA	NA	3229520	296	10246102
CA-L227-2014.24	L227_S_6D	0	NA	NA	3229520	296	11560348
CA-L227-2013.6	L304_S_6D	0	NA	NA	3260193	376	10246102
CA-L227-2013.6	L227_S_6D	2	7.7296037381836E-05	0.009032403446913	3260193	376	11560348
CA-L227-2013.64	L304_S_6D	0	NA	NA	778428	11	10246102
CA-L227-2013.64	L227_S_6D	0	NA	NA	778428	11	11560348
CA-L227-2013.49	L304_S_6D	0	NA	NA	3883617	548	10246102
CA-L227-2013.49	L227_S_6D	0	NA	NA	3883617	548	11560348
L442-2014-15m.009	L304_S_6D	0	NA	NA	4018951	912	10246102
L442-2014-15m.009	L227_S_6D	130	0.003467322691916	0.393013888887473	4018951	912	11560348
CA-L227-2013.67	L304_S_6D	0	NA	NA	9368469	1612	10246102
CA-L227-2013.67	L227_S_6D	0	NA	NA	9368469	1612	11560348
CA-L227-2013.48	L304_S_6D	0	NA	NA	2288262	412	10246102
CA-L227-2013.48	L227_S_6D	0	NA	NA	2288262	412	11560348
CA-L227-2013.83	L304_S_6D	0	NA	NA	4552040	379	10246102
CA-L227-2013.83	L227_S_6D	0	NA	NA	4552040	379	11560348
CA-L227-2013.13	L304_S_6D	0	NA	NA	4011865	234	10246102
CA-L227-2013.13	L227_S_6D	0	NA	NA	4011865	234	11560348
L442-2011-16-5m.008	L304_S_6D	32	0.00101674263371	0.081194304041485	1963132	520	10246102
L442-2011-16-5m.008	L227_S_6D	1696	0.080396529627147	2.42432045779579	1963132	520	11560348
CA-L442.57	L304_S_6D	0	NA	NA	3025147	329	10246102
CA-L442.57	L227_S_6D	0	NA	NA	3025147	329	11560348
CA-L227-2014.52	L304_S_6D	0	NA	NA	1632286	219	10246102
CA-L227-2014.52	L227_S_6D	0	NA	NA	1632286	219	11560348
CA-L227-2014.88	L304_S_6D	0	NA	NA	4121236	151	10246102
CA-L227-2014.88	L227_S_6D	2	3.05733522661648E-05	0.007819577011528	4121236	151	11560348
CA-L227-2014.37	L304_S_6D	0	NA	NA	2869831	422	10246102
CA-L227-2014.37	L227_S_6D	0	NA	NA	2869831	422	11560348
L442_2011_2014_bin64	L304_S_6D	48	0.001589441895373	0.112190472851669	1900038	128	10246102
L442_2011_2014_bin64	L227_S_6D	224	0.007590374508299	0.205202048860257	1900038	128	11560348
L227-2014-6m.034	L304_S_6D	0	NA	NA	4177497	840	10246102
L227-2014-6m.034	L227_S_6D	2	4.06942243166183E-05	0.009021463966316	4177497	840	11560348
CA-L227-2013.3	L304_S_6D	0	NA	NA	3434307	354	10246102
CA-L227-2013.3	L227_S_6D	2	7.04654534379134E-05	0.008394075802281	3434307	354	11560348
L227-2014-8m.010	L304_S_6D	0	NA	NA	2449690	430	10246102
L227-2014-8m.010	L227_S_6D	0	NA	NA	2449690	430	11560348
CA-L227-2014.46	L304_S_6D	0	NA	NA	1928369	286	10246102
CA-L227-2014.46	L227_S_6D	2	0.000126531799671	0.011247926697063	1928369	286	11560348
L227-2013-8m.005	L304_S_6D	0	NA	NA	2242000	433	10246102
L227-2013-8m.005	L227_S_6D	6	0.000160570918822	0.029866959587138	2242000	433	11560348
CA-L442.33	L304_S_6D	0	NA	NA	1369582	170	10246102
CA-L442.33	L227_S_6D	0	NA	NA	1369582	170	11560348
L227-2014-8m.007	L304_S_6D	0	NA	NA	1457132	108	10246102
L227-2014-8m.007	L227_S_6D	0	NA	NA	1457132	108	11560348
