Name	number_unique_genes	number_multiple_genes	number_missing_genes	list_unique_genes	list_multiple_genes	list_missing_genes
CA-L227-2013.51	20	1	101	PF00466.15,PF02978.14,PF00410.14,PF00687.16,TIGR00468,TIGR01060,TIGR00389,TIGR00490,TIGR00670,TIGR00064,TIGR00240,TIGR00336,TIGR02651,TIGR00392,TIGR00442,TIGR00398,TIGR00456,TIGR00408,TIGR00337,TIGR00936	PF13685.1	PF01868.11,PF01282.14,PF01655.13,PF01092.14,PF01000.21,PF00368.13,PF00827.12,PF01269.12,PF01015.13,PF04919.7,PF01984.15,PF04104.9,PF01798.13,PF01864.12,PF01990.12,PF07541.7,PF04019.7,PF00900.15,PF01090.14,PF02006.11,PF01157.13,PF01191.14,PF01866.12,PF01198.14,PF01496.14,PF03874.11,PF01194.12,PF01200.13,PF13656.1,PF01280.15,TIGR03627,TIGR01020,TIGR02258,TIGR00293,TIGR01012,TIGR03677,TIGR03636,TIGR03722,TIGR00458,TIGR00291,TIGR03629,TIGR00021,TIGR03672,TIGR00111,TIGR03684,TIGR01077,TIGR01213,TIGR01080,TIGR00501,TIGR00729,TIGR01038,TIGR00270,TIGR03628,TIGR01028,TIGR00521,TIGR03671,TIGR02390,TIGR02338,TIGR00037,TIGR02076,TIGR00335,TIGR01025,TIGR00471,TIGR00522,TIGR02153,TIGR03674,TIGR00323,TIGR00134,TIGR02236,TIGR03683,TIGR00491,TIGR00658,TIGR03680,TIGR00422,TIGR00279,TIGR01052,TIGR00308,TIGR00549,TIGR00432,TIGR00264,TIGR00982,TIGR00324,TIGR01952,TIGR03626,TIGR03670,TIGR01046,TIGR01018,TIGR00463,TIGR01309,TIGR03653,TIGR00042,TIGR02389,TIGR00307,TIGR03673,TIGR00373,TIGR01008,TIGR00283,TIGR00425,TIGR00405,TIGR03665,TIGR00448
L442-2014-15m.004	16	0	106	PF01000.21,PF00368.13,PF13685.1,PF02978.14,TIGR00468,TIGR01060,TIGR00521,TIGR00336,TIGR00658,TIGR00392,TIGR00422,TIGR00442,TIGR00398,TIGR00337,TIGR00936,TIGR00042		PF01868.11,PF01282.14,PF01655.13,PF01092.14,PF00827.12,PF01269.12,PF00466.15,PF01015.13,PF04919.7,PF01984.15,PF04104.9,PF00410.14,PF01798.13,PF01864.12,PF01990.12,PF07541.7,PF04019.7,PF00900.15,PF01090.14,PF02006.11,PF01157.13,PF01191.14,PF01866.12,PF01198.14,PF01496.14,PF00687.16,PF03874.11,PF01194.12,PF01200.13,PF13656.1,PF01280.15,TIGR03627,TIGR01020,TIGR02258,TIGR00293,TIGR00389,TIGR01012,TIGR00490,TIGR03677,TIGR03636,TIGR03722,TIGR00458,TIGR00291,TIGR00670,TIGR00064,TIGR03629,TIGR00021,TIGR03672,TIGR00111,TIGR03684,TIGR01077,TIGR01213,TIGR01080,TIGR00501,TIGR00729,TIGR01038,TIGR00270,TIGR03628,TIGR01028,TIGR03671,TIGR00240,TIGR02390,TIGR02338,TIGR00037,TIGR02076,TIGR00335,TIGR01025,TIGR00471,TIGR00522,TIGR02153,TIGR02651,TIGR03674,TIGR00323,TIGR00134,TIGR02236,TIGR03683,TIGR00491,TIGR03680,TIGR00279,TIGR01052,TIGR00308,TIGR00456,TIGR00549,TIGR00408,TIGR00432,TIGR00264,TIGR00982,TIGR00324,TIGR01952,TIGR03626,TIGR03670,TIGR01046,TIGR01018,TIGR00463,TIGR01309,TIGR03653,TIGR02389,TIGR00307,TIGR03673,TIGR00373,TIGR01008,TIGR00283,TIGR00425,TIGR00405,TIGR03665,TIGR00448
L227_S_6D.003	24	2	96	PF01000.21,PF00368.13,PF00466.15,PF02978.14,PF00410.14,PF00687.16,TIGR01060,TIGR02258,TIGR00389,TIGR00670,TIGR00064,TIGR00521,TIGR00240,TIGR00336,TIGR02651,TIGR00658,TIGR00392,TIGR00442,TIGR00398,TIGR00456,TIGR00408,TIGR00337,TIGR00936,TIGR00042	PF13685.1,TIGR00468	PF01868.11,PF01282.14,PF01655.13,PF01092.14,PF00827.12,PF01269.12,PF01015.13,PF04919.7,PF01984.15,PF04104.9,PF01798.13,PF01864.12,PF01990.12,PF07541.7,PF04019.7,PF00900.15,PF01090.14,PF02006.11,PF01157.13,PF01191.14,PF01866.12,PF01198.14,PF01496.14,PF03874.11,PF01194.12,PF01200.13,PF13656.1,PF01280.15,TIGR03627,TIGR01020,TIGR00293,TIGR01012,TIGR00490,TIGR03677,TIGR03636,TIGR03722,TIGR00458,TIGR00291,TIGR03629,TIGR00021,TIGR03672,TIGR00111,TIGR03684,TIGR01077,TIGR01213,TIGR01080,TIGR00501,TIGR00729,TIGR01038,TIGR00270,TIGR03628,TIGR01028,TIGR03671,TIGR02390,TIGR02338,TIGR00037,TIGR02076,TIGR00335,TIGR01025,TIGR00471,TIGR00522,TIGR02153,TIGR03674,TIGR00323,TIGR00134,TIGR02236,TIGR03683,TIGR00491,TIGR03680,TIGR00422,TIGR00279,TIGR01052,TIGR00308,TIGR00549,TIGR00432,TIGR00264,TIGR00982,TIGR00324,TIGR01952,TIGR03626,TIGR03670,TIGR01046,TIGR01018,TIGR00463,TIGR01309,TIGR03653,TIGR02389,TIGR00307,TIGR03673,TIGR00373,TIGR01008,TIGR00283,TIGR00425,TIGR00405,TIGR03665,TIGR00448
L442-2011-16-5m.015	17	1	104	PF01000.21,PF00466.15,PF00410.14,PF00687.16,TIGR00468,TIGR01060,TIGR00389,TIGR00670,TIGR00021,TIGR00658,TIGR00392,TIGR00422,TIGR00442,TIGR00398,TIGR00456,TIGR00337,TIGR00042	PF13685.1	PF01868.11,PF01282.14,PF01655.13,PF01092.14,PF00368.13,PF00827.12,PF01269.12,PF01015.13,PF02978.14,PF04919.7,PF01984.15,PF04104.9,PF01798.13,PF01864.12,PF01990.12,PF07541.7,PF04019.7,PF00900.15,PF01090.14,PF02006.11,PF01157.13,PF01191.14,PF01866.12,PF01198.14,PF01496.14,PF03874.11,PF01194.12,PF01200.13,PF13656.1,PF01280.15,TIGR03627,TIGR01020,TIGR02258,TIGR00293,TIGR01012,TIGR00490,TIGR03677,TIGR03636,TIGR03722,TIGR00458,TIGR00291,TIGR00064,TIGR03629,TIGR03672,TIGR00111,TIGR03684,TIGR01077,TIGR01213,TIGR01080,TIGR00501,TIGR00729,TIGR01038,TIGR00270,TIGR03628,TIGR01028,TIGR00521,TIGR03671,TIGR00240,TIGR02390,TIGR02338,TIGR00037,TIGR02076,TIGR00335,TIGR01025,TIGR00471,TIGR00336,TIGR00522,TIGR02153,TIGR02651,TIGR03674,TIGR00323,TIGR00134,TIGR02236,TIGR03683,TIGR00491,TIGR03680,TIGR00279,TIGR01052,TIGR00308,TIGR00549,TIGR00408,TIGR00432,TIGR00264,TIGR00982,TIGR00324,TIGR01952,TIGR03626,TIGR03670,TIGR01046,TIGR01018,TIGR00936,TIGR00463,TIGR01309,TIGR03653,TIGR02389,TIGR00307,TIGR03673,TIGR00373,TIGR01008,TIGR00283,TIGR00425,TIGR00405,TIGR03665,TIGR00448
CA-L227-2014.37	19	0	103	PF01000.21,PF00466.15,PF13685.1,PF02978.14,PF00410.14,PF00687.16,TIGR00468,TIGR01060,TIGR00490,TIGR00064,TIGR00658,TIGR00392,TIGR00422,TIGR00442,TIGR00398,TIGR00456,TIGR00337,TIGR00936,TIGR00042		PF01868.11,PF01282.14,PF01655.13,PF01092.14,PF00368.13,PF00827.12,PF01269.12,PF01015.13,PF04919.7,PF01984.15,PF04104.9,PF01798.13,PF01864.12,PF01990.12,PF07541.7,PF04019.7,PF00900.15,PF01090.14,PF02006.11,PF01157.13,PF01191.14,PF01866.12,PF01198.14,PF01496.14,PF03874.11,PF01194.12,PF01200.13,PF13656.1,PF01280.15,TIGR03627,TIGR01020,TIGR02258,TIGR00293,TIGR00389,TIGR01012,TIGR03677,TIGR03636,TIGR03722,TIGR00458,TIGR00291,TIGR00670,TIGR03629,TIGR00021,TIGR03672,TIGR00111,TIGR03684,TIGR01077,TIGR01213,TIGR01080,TIGR00501,TIGR00729,TIGR01038,TIGR00270,TIGR03628,TIGR01028,TIGR00521,TIGR03671,TIGR00240,TIGR02390,TIGR02338,TIGR00037,TIGR02076,TIGR00335,TIGR01025,TIGR00471,TIGR00336,TIGR00522,TIGR02153,TIGR02651,TIGR03674,TIGR00323,TIGR00134,TIGR02236,TIGR03683,TIGR00491,TIGR03680,TIGR00279,TIGR01052,TIGR00308,TIGR00549,TIGR00408,TIGR00432,TIGR00264,TIGR00982,TIGR00324,TIGR01952,TIGR03626,TIGR03670,TIGR01046,TIGR01018,TIGR00463,TIGR01309,TIGR03653,TIGR02389,TIGR00307,TIGR03673,TIGR00373,TIGR01008,TIGR00283,TIGR00425,TIGR00405,TIGR03665,TIGR00448
L304_enr_S_6D_bin01	23	1	98	PF01000.21,PF00466.15,PF02978.14,PF00410.14,PF00687.16,TIGR00468,TIGR01060,TIGR02258,TIGR00389,TIGR00670,TIGR00064,TIGR00521,TIGR00336,TIGR00658,TIGR00392,TIGR00422,TIGR00442,TIGR00398,TIGR00456,TIGR00408,TIGR00337,TIGR00936,TIGR00042	PF13685.1	PF01868.11,PF01282.14,PF01655.13,PF01092.14,PF00368.13,PF00827.12,PF01269.12,PF01015.13,PF04919.7,PF01984.15,PF04104.9,PF01798.13,PF01864.12,PF01990.12,PF07541.7,PF04019.7,PF00900.15,PF01090.14,PF02006.11,PF01157.13,PF01191.14,PF01866.12,PF01198.14,PF01496.14,PF03874.11,PF01194.12,PF01200.13,PF13656.1,PF01280.15,TIGR03627,TIGR01020,TIGR00293,TIGR01012,TIGR00490,TIGR03677,TIGR03636,TIGR03722,TIGR00458,TIGR00291,TIGR03629,TIGR00021,TIGR03672,TIGR00111,TIGR03684,TIGR01077,TIGR01213,TIGR01080,TIGR00501,TIGR00729,TIGR01038,TIGR00270,TIGR03628,TIGR01028,TIGR03671,TIGR00240,TIGR02390,TIGR02338,TIGR00037,TIGR02076,TIGR00335,TIGR01025,TIGR00471,TIGR00522,TIGR02153,TIGR02651,TIGR03674,TIGR00323,TIGR00134,TIGR02236,TIGR03683,TIGR00491,TIGR03680,TIGR00279,TIGR01052,TIGR00308,TIGR00549,TIGR00432,TIGR00264,TIGR00982,TIGR00324,TIGR01952,TIGR03626,TIGR03670,TIGR01046,TIGR01018,TIGR00463,TIGR01309,TIGR03653,TIGR02389,TIGR00307,TIGR03673,TIGR00373,TIGR01008,TIGR00283,TIGR00425,TIGR00405,TIGR03665,TIGR00448
CA-L442.82	25	1	96	PF01000.21,PF00368.13,PF00466.15,PF13685.1,PF02978.14,PF00410.14,PF00687.16,TIGR00468,TIGR01060,TIGR02258,TIGR00389,TIGR00490,TIGR00670,TIGR00064,TIGR00021,TIGR00521,TIGR00658,TIGR00392,TIGR00422,TIGR00398,TIGR00456,TIGR00408,TIGR00337,TIGR00936,TIGR00042	TIGR00442	PF01868.11,PF01282.14,PF01655.13,PF01092.14,PF00827.12,PF01269.12,PF01015.13,PF04919.7,PF01984.15,PF04104.9,PF01798.13,PF01864.12,PF01990.12,PF07541.7,PF04019.7,PF00900.15,PF01090.14,PF02006.11,PF01157.13,PF01191.14,PF01866.12,PF01198.14,PF01496.14,PF03874.11,PF01194.12,PF01200.13,PF13656.1,PF01280.15,TIGR03627,TIGR01020,TIGR00293,TIGR01012,TIGR03677,TIGR03636,TIGR03722,TIGR00458,TIGR00291,TIGR03629,TIGR03672,TIGR00111,TIGR03684,TIGR01077,TIGR01213,TIGR01080,TIGR00501,TIGR00729,TIGR01038,TIGR00270,TIGR03628,TIGR01028,TIGR03671,TIGR00240,TIGR02390,TIGR02338,TIGR00037,TIGR02076,TIGR00335,TIGR01025,TIGR00471,TIGR00336,TIGR00522,TIGR02153,TIGR02651,TIGR03674,TIGR00323,TIGR00134,TIGR02236,TIGR03683,TIGR00491,TIGR03680,TIGR00279,TIGR01052,TIGR00308,TIGR00549,TIGR00432,TIGR00264,TIGR00982,TIGR00324,TIGR01952,TIGR03626,TIGR03670,TIGR01046,TIGR01018,TIGR00463,TIGR01309,TIGR03653,TIGR02389,TIGR00307,TIGR03673,TIGR00373,TIGR01008,TIGR00283,TIGR00425,TIGR00405,TIGR03665,TIGR00448
CA-L227-2014.88	27	1	94	PF01000.21,PF00368.13,PF00466.15,PF02978.14,PF00410.14,PF00687.16,TIGR00468,TIGR01060,TIGR00389,TIGR00670,TIGR00064,TIGR00521,TIGR00240,TIGR00336,TIGR02153,TIGR02651,TIGR00134,TIGR00658,TIGR00392,TIGR00422,TIGR00442,TIGR00398,TIGR00456,TIGR00408,TIGR00337,TIGR00936,TIGR00042	PF13685.1	PF01868.11,PF01282.14,PF01655.13,PF01092.14,PF00827.12,PF01269.12,PF01015.13,PF04919.7,PF01984.15,PF04104.9,PF01798.13,PF01864.12,PF01990.12,PF07541.7,PF04019.7,PF00900.15,PF01090.14,PF02006.11,PF01157.13,PF01191.14,PF01866.12,PF01198.14,PF01496.14,PF03874.11,PF01194.12,PF01200.13,PF13656.1,PF01280.15,TIGR03627,TIGR01020,TIGR02258,TIGR00293,TIGR01012,TIGR00490,TIGR03677,TIGR03636,TIGR03722,TIGR00458,TIGR00291,TIGR03629,TIGR00021,TIGR03672,TIGR00111,TIGR03684,TIGR01077,TIGR01213,TIGR01080,TIGR00501,TIGR00729,TIGR01038,TIGR00270,TIGR03628,TIGR01028,TIGR03671,TIGR02390,TIGR02338,TIGR00037,TIGR02076,TIGR00335,TIGR01025,TIGR00471,TIGR00522,TIGR03674,TIGR00323,TIGR02236,TIGR03683,TIGR00491,TIGR03680,TIGR00279,TIGR01052,TIGR00308,TIGR00549,TIGR00432,TIGR00264,TIGR00982,TIGR00324,TIGR01952,TIGR03626,TIGR03670,TIGR01046,TIGR01018,TIGR00463,TIGR01309,TIGR03653,TIGR02389,TIGR00307,TIGR03673,TIGR00373,TIGR01008,TIGR00283,TIGR00425,TIGR00405,TIGR03665,TIGR00448
CA-L227-2014.13	19	0	103	PF01000.21,PF00466.15,PF13685.1,PF02978.14,PF00410.14,PF00687.16,TIGR00468,TIGR01060,TIGR00670,TIGR00021,TIGR00521,TIGR00336,TIGR00392,TIGR00442,TIGR00398,TIGR00456,TIGR00337,TIGR00936,TIGR00042		PF01868.11,PF01282.14,PF01655.13,PF01092.14,PF00368.13,PF00827.12,PF01269.12,PF01015.13,PF04919.7,PF01984.15,PF04104.9,PF01798.13,PF01864.12,PF01990.12,PF07541.7,PF04019.7,PF00900.15,PF01090.14,PF02006.11,PF01157.13,PF01191.14,PF01866.12,PF01198.14,PF01496.14,PF03874.11,PF01194.12,PF01200.13,PF13656.1,PF01280.15,TIGR03627,TIGR01020,TIGR02258,TIGR00293,TIGR00389,TIGR01012,TIGR00490,TIGR03677,TIGR03636,TIGR03722,TIGR00458,TIGR00291,TIGR00064,TIGR03629,TIGR03672,TIGR00111,TIGR03684,TIGR01077,TIGR01213,TIGR01080,TIGR00501,TIGR00729,TIGR01038,TIGR00270,TIGR03628,TIGR01028,TIGR03671,TIGR00240,TIGR02390,TIGR02338,TIGR00037,TIGR02076,TIGR00335,TIGR01025,TIGR00471,TIGR00522,TIGR02153,TIGR02651,TIGR03674,TIGR00323,TIGR00134,TIGR02236,TIGR03683,TIGR00491,TIGR00658,TIGR03680,TIGR00422,TIGR00279,TIGR01052,TIGR00308,TIGR00549,TIGR00408,TIGR00432,TIGR00264,TIGR00982,TIGR00324,TIGR01952,TIGR03626,TIGR03670,TIGR01046,TIGR01018,TIGR00463,TIGR01309,TIGR03653,TIGR02389,TIGR00307,TIGR03673,TIGR00373,TIGR01008,TIGR00283,TIGR00425,TIGR00405,TIGR03665,TIGR00448
CA-L227-2013.65	21	1	100	PF01000.21,PF00466.15,PF02978.14,PF00410.14,PF00687.16,TIGR00468,TIGR01060,TIGR00670,TIGR00064,TIGR00021,TIGR00521,TIGR00336,TIGR00658,TIGR00392,TIGR00422,TIGR00442,TIGR00398,TIGR00456,TIGR00337,TIGR00936,TIGR00042	PF13685.1	PF01868.11,PF01282.14,PF01655.13,PF01092.14,PF00368.13,PF00827.12,PF01269.12,PF01015.13,PF04919.7,PF01984.15,PF04104.9,PF01798.13,PF01864.12,PF01990.12,PF07541.7,PF04019.7,PF00900.15,PF01090.14,PF02006.11,PF01157.13,PF01191.14,PF01866.12,PF01198.14,PF01496.14,PF03874.11,PF01194.12,PF01200.13,PF13656.1,PF01280.15,TIGR03627,TIGR01020,TIGR02258,TIGR00293,TIGR00389,TIGR01012,TIGR00490,TIGR03677,TIGR03636,TIGR03722,TIGR00458,TIGR00291,TIGR03629,TIGR03672,TIGR00111,TIGR03684,TIGR01077,TIGR01213,TIGR01080,TIGR00501,TIGR00729,TIGR01038,TIGR00270,TIGR03628,TIGR01028,TIGR03671,TIGR00240,TIGR02390,TIGR02338,TIGR00037,TIGR02076,TIGR00335,TIGR01025,TIGR00471,TIGR00522,TIGR02153,TIGR02651,TIGR03674,TIGR00323,TIGR00134,TIGR02236,TIGR03683,TIGR00491,TIGR03680,TIGR00279,TIGR01052,TIGR00308,TIGR00549,TIGR00408,TIGR00432,TIGR00264,TIGR00982,TIGR00324,TIGR01952,TIGR03626,TIGR03670,TIGR01046,TIGR01018,TIGR00463,TIGR01309,TIGR03653,TIGR02389,TIGR00307,TIGR03673,TIGR00373,TIGR01008,TIGR00283,TIGR00425,TIGR00405,TIGR03665,TIGR00448
L442-2011-16-5m.018	24	0	98	PF01000.21,PF00466.15,PF13685.1,PF02978.14,PF00410.14,PF00687.16,TIGR00468,TIGR01060,TIGR02258,TIGR00670,TIGR00064,TIGR00021,TIGR00521,TIGR00336,TIGR00658,TIGR00392,TIGR00422,TIGR00442,TIGR00398,TIGR00456,TIGR00337,TIGR01046,TIGR00936,TIGR00042		PF01868.11,PF01282.14,PF01655.13,PF01092.14,PF00368.13,PF00827.12,PF01269.12,PF01015.13,PF04919.7,PF01984.15,PF04104.9,PF01798.13,PF01864.12,PF01990.12,PF07541.7,PF04019.7,PF00900.15,PF01090.14,PF02006.11,PF01157.13,PF01191.14,PF01866.12,PF01198.14,PF01496.14,PF03874.11,PF01194.12,PF01200.13,PF13656.1,PF01280.15,TIGR03627,TIGR01020,TIGR00293,TIGR00389,TIGR01012,TIGR00490,TIGR03677,TIGR03636,TIGR03722,TIGR00458,TIGR00291,TIGR03629,TIGR03672,TIGR00111,TIGR03684,TIGR01077,TIGR01213,TIGR01080,TIGR00501,TIGR00729,TIGR01038,TIGR00270,TIGR03628,TIGR01028,TIGR03671,TIGR00240,TIGR02390,TIGR02338,TIGR00037,TIGR02076,TIGR00335,TIGR01025,TIGR00471,TIGR00522,TIGR02153,TIGR02651,TIGR03674,TIGR00323,TIGR00134,TIGR02236,TIGR03683,TIGR00491,TIGR03680,TIGR00279,TIGR01052,TIGR00308,TIGR00549,TIGR00408,TIGR00432,TIGR00264,TIGR00982,TIGR00324,TIGR01952,TIGR03626,TIGR03670,TIGR01018,TIGR00463,TIGR01309,TIGR03653,TIGR02389,TIGR00307,TIGR03673,TIGR00373,TIGR01008,TIGR00283,TIGR00425,TIGR00405,TIGR03665,TIGR00448
CA-L227-2013.78	28	1	93	PF01000.21,PF00466.15,PF02978.14,PF00410.14,PF01864.12,PF00687.16,TIGR00468,TIGR02258,TIGR00389,TIGR00490,TIGR00670,TIGR00064,TIGR00521,TIGR00240,TIGR00336,TIGR02153,TIGR02651,TIGR00134,TIGR00658,TIGR00392,TIGR00422,TIGR00442,TIGR00398,TIGR00456,TIGR00408,TIGR00337,TIGR00936,TIGR00042	PF13685.1	PF01868.11,PF01282.14,PF01655.13,PF01092.14,PF00368.13,PF00827.12,PF01269.12,PF01015.13,PF04919.7,PF01984.15,PF04104.9,PF01798.13,PF01990.12,PF07541.7,PF04019.7,PF00900.15,PF01090.14,PF02006.11,PF01157.13,PF01191.14,PF01866.12,PF01198.14,PF01496.14,PF03874.11,PF01194.12,PF01200.13,PF13656.1,PF01280.15,TIGR01060,TIGR03627,TIGR01020,TIGR00293,TIGR01012,TIGR03677,TIGR03636,TIGR03722,TIGR00458,TIGR00291,TIGR03629,TIGR00021,TIGR03672,TIGR00111,TIGR03684,TIGR01077,TIGR01213,TIGR01080,TIGR00501,TIGR00729,TIGR01038,TIGR00270,TIGR03628,TIGR01028,TIGR03671,TIGR02390,TIGR02338,TIGR00037,TIGR02076,TIGR00335,TIGR01025,TIGR00471,TIGR00522,TIGR03674,TIGR00323,TIGR02236,TIGR03683,TIGR00491,TIGR03680,TIGR00279,TIGR01052,TIGR00308,TIGR00549,TIGR00432,TIGR00264,TIGR00982,TIGR00324,TIGR01952,TIGR03626,TIGR03670,TIGR01046,TIGR01018,TIGR00463,TIGR01309,TIGR03653,TIGR02389,TIGR00307,TIGR03673,TIGR00373,TIGR01008,TIGR00283,TIGR00425,TIGR00405,TIGR03665,TIGR00448
CA-L227-2014.52	17	1	104	PF01000.21,PF00466.15,PF02978.14,PF00410.14,PF00687.16,TIGR00468,TIGR01060,TIGR00670,TIGR00064,TIGR00658,TIGR00392,TIGR00398,TIGR00456,TIGR00408,TIGR00337,TIGR00936,TIGR00042	PF13685.1	PF01868.11,PF01282.14,PF01655.13,PF01092.14,PF00368.13,PF00827.12,PF01269.12,PF01015.13,PF04919.7,PF01984.15,PF04104.9,PF01798.13,PF01864.12,PF01990.12,PF07541.7,PF04019.7,PF00900.15,PF01090.14,PF02006.11,PF01157.13,PF01191.14,PF01866.12,PF01198.14,PF01496.14,PF03874.11,PF01194.12,PF01200.13,PF13656.1,PF01280.15,TIGR03627,TIGR01020,TIGR02258,TIGR00293,TIGR00389,TIGR01012,TIGR00490,TIGR03677,TIGR03636,TIGR03722,TIGR00458,TIGR00291,TIGR03629,TIGR00021,TIGR03672,TIGR00111,TIGR03684,TIGR01077,TIGR01213,TIGR01080,TIGR00501,TIGR00729,TIGR01038,TIGR00270,TIGR03628,TIGR01028,TIGR00521,TIGR03671,TIGR00240,TIGR02390,TIGR02338,TIGR00037,TIGR02076,TIGR00335,TIGR01025,TIGR00471,TIGR00336,TIGR00522,TIGR02153,TIGR02651,TIGR03674,TIGR00323,TIGR00134,TIGR02236,TIGR03683,TIGR00491,TIGR03680,TIGR00422,TIGR00279,TIGR01052,TIGR00442,TIGR00308,TIGR00549,TIGR00432,TIGR00264,TIGR00982,TIGR00324,TIGR01952,TIGR03626,TIGR03670,TIGR01046,TIGR01018,TIGR00463,TIGR01309,TIGR03653,TIGR02389,TIGR00307,TIGR03673,TIGR00373,TIGR01008,TIGR00283,TIGR00425,TIGR00405,TIGR03665,TIGR00448
L227-2014-6m.005	19	2	101	PF02978.14,PF00410.14,PF00687.16,TIGR00468,TIGR01060,TIGR00389,TIGR00490,TIGR00670,TIGR00064,TIGR00521,TIGR00658,TIGR00392,TIGR00422,TIGR00442,TIGR00398,TIGR00456,TIGR00337,TIGR00936,TIGR00042	PF01000.21,PF13685.1	PF01868.11,PF01282.14,PF01655.13,PF01092.14,PF00368.13,PF00827.12,PF01269.12,PF00466.15,PF01015.13,PF04919.7,PF01984.15,PF04104.9,PF01798.13,PF01864.12,PF01990.12,PF07541.7,PF04019.7,PF00900.15,PF01090.14,PF02006.11,PF01157.13,PF01191.14,PF01866.12,PF01198.14,PF01496.14,PF03874.11,PF01194.12,PF01200.13,PF13656.1,PF01280.15,TIGR03627,TIGR01020,TIGR02258,TIGR00293,TIGR01012,TIGR03677,TIGR03636,TIGR03722,TIGR00458,TIGR00291,TIGR03629,TIGR00021,TIGR03672,TIGR00111,TIGR03684,TIGR01077,TIGR01213,TIGR01080,TIGR00501,TIGR00729,TIGR01038,TIGR00270,TIGR03628,TIGR01028,TIGR03671,TIGR00240,TIGR02390,TIGR02338,TIGR00037,TIGR02076,TIGR00335,TIGR01025,TIGR00471,TIGR00336,TIGR00522,TIGR02153,TIGR02651,TIGR03674,TIGR00323,TIGR00134,TIGR02236,TIGR03683,TIGR00491,TIGR03680,TIGR00279,TIGR01052,TIGR00308,TIGR00549,TIGR00408,TIGR00432,TIGR00264,TIGR00982,TIGR00324,TIGR01952,TIGR03626,TIGR03670,TIGR01046,TIGR01018,TIGR00463,TIGR01309,TIGR03653,TIGR02389,TIGR00307,TIGR03673,TIGR00373,TIGR01008,TIGR00283,TIGR00425,TIGR00405,TIGR03665,TIGR00448
CA-L442.84	21	1	100	PF01000.21,PF00466.15,PF02978.14,PF00410.14,PF00687.16,TIGR00468,TIGR01060,TIGR02258,TIGR00670,TIGR00064,TIGR00021,TIGR00521,TIGR00336,TIGR00392,TIGR00422,TIGR00442,TIGR00398,TIGR00456,TIGR00337,TIGR00936,TIGR00042	PF13685.1	PF01868.11,PF01282.14,PF01655.13,PF01092.14,PF00368.13,PF00827.12,PF01269.12,PF01015.13,PF04919.7,PF01984.15,PF04104.9,PF01798.13,PF01864.12,PF01990.12,PF07541.7,PF04019.7,PF00900.15,PF01090.14,PF02006.11,PF01157.13,PF01191.14,PF01866.12,PF01198.14,PF01496.14,PF03874.11,PF01194.12,PF01200.13,PF13656.1,PF01280.15,TIGR03627,TIGR01020,TIGR00293,TIGR00389,TIGR01012,TIGR00490,TIGR03677,TIGR03636,TIGR03722,TIGR00458,TIGR00291,TIGR03629,TIGR03672,TIGR00111,TIGR03684,TIGR01077,TIGR01213,TIGR01080,TIGR00501,TIGR00729,TIGR01038,TIGR00270,TIGR03628,TIGR01028,TIGR03671,TIGR00240,TIGR02390,TIGR02338,TIGR00037,TIGR02076,TIGR00335,TIGR01025,TIGR00471,TIGR00522,TIGR02153,TIGR02651,TIGR03674,TIGR00323,TIGR00134,TIGR02236,TIGR03683,TIGR00491,TIGR00658,TIGR03680,TIGR00279,TIGR01052,TIGR00308,TIGR00549,TIGR00408,TIGR00432,TIGR00264,TIGR00982,TIGR00324,TIGR01952,TIGR03626,TIGR03670,TIGR01046,TIGR01018,TIGR00463,TIGR01309,TIGR03653,TIGR02389,TIGR00307,TIGR03673,TIGR00373,TIGR01008,TIGR00283,TIGR00425,TIGR00405,TIGR03665,TIGR00448
CA-L227-2013.13	22	0	100	PF01000.21,PF00466.15,PF13685.1,PF02978.14,PF00410.14,PF00687.16,TIGR00468,TIGR01060,TIGR02258,TIGR00670,TIGR00064,TIGR00521,TIGR00336,TIGR00658,TIGR00392,TIGR00422,TIGR00442,TIGR00398,TIGR00456,TIGR00337,TIGR00936,TIGR00042		PF01868.11,PF01282.14,PF01655.13,PF01092.14,PF00368.13,PF00827.12,PF01269.12,PF01015.13,PF04919.7,PF01984.15,PF04104.9,PF01798.13,PF01864.12,PF01990.12,PF07541.7,PF04019.7,PF00900.15,PF01090.14,PF02006.11,PF01157.13,PF01191.14,PF01866.12,PF01198.14,PF01496.14,PF03874.11,PF01194.12,PF01200.13,PF13656.1,PF01280.15,TIGR03627,TIGR01020,TIGR00293,TIGR00389,TIGR01012,TIGR00490,TIGR03677,TIGR03636,TIGR03722,TIGR00458,TIGR00291,TIGR03629,TIGR00021,TIGR03672,TIGR00111,TIGR03684,TIGR01077,TIGR01213,TIGR01080,TIGR00501,TIGR00729,TIGR01038,TIGR00270,TIGR03628,TIGR01028,TIGR03671,TIGR00240,TIGR02390,TIGR02338,TIGR00037,TIGR02076,TIGR00335,TIGR01025,TIGR00471,TIGR00522,TIGR02153,TIGR02651,TIGR03674,TIGR00323,TIGR00134,TIGR02236,TIGR03683,TIGR00491,TIGR03680,TIGR00279,TIGR01052,TIGR00308,TIGR00549,TIGR00408,TIGR00432,TIGR00264,TIGR00982,TIGR00324,TIGR01952,TIGR03626,TIGR03670,TIGR01046,TIGR01018,TIGR00463,TIGR01309,TIGR03653,TIGR02389,TIGR00307,TIGR03673,TIGR00373,TIGR01008,TIGR00283,TIGR00425,TIGR00405,TIGR03665,TIGR00448
